Frequency,Average Rel Power,-,Cal Rel Power
1420.598828,0.045982,0.018801,2.445682
1420.6,0.045944,0.018838,2.438915
1420.601172,0.045972,0.018877,2.435302
1420.602344,0.045654,0.018886,2.417297
1420.603516,0.045589,0.018856,2.417755
1420.604687,0.045735,0.01884,2.427543
1420.605859,0.045967,0.018869,2.436064
1420.607031,0.046113,0.018882,2.442242
1420.608203,0.046188,0.018876,2.446921
1420.609375,0.04625,0.0189,2.447093
1420.610547,0.046244,0.018934,2.442347
1420.611719,0.046203,0.018939,2.439593
1420.612891,0.046115,0.018928,2.436347
1420.614063,0.046134,0.018951,2.434345
1420.615234,0.046254,0.018991,2.435563
1420.616406,0.046396,0.018991,2.44308
1420.617578,0.046413,0.018968,2.44695
1420.61875,0.046297,0.01898,2.439245
1420.619922,0.046374,0.019033,2.436561
1420.621094,0.046389,0.019037,2.436838
1420.622266,0.046176,0.019036,2.425746
1420.623437,0.04618,0.019073,2.421203
1420.624609,0.046462,0.019097,2.432937
1420.625781,0.046541,0.019091,2.437829
1420.626953,0.046525,0.019082,2.438164
1420.628125,0.046467,0.019068,2.436847
1420.629297,0.046481,0.019084,2.435669
1420.630469,0.046473,0.019087,2.434773
1420.631641,0.046411,0.019092,2.430883
1420.632812,0.046443,0.019114,2.42976
1420.633984,0.04659,0.019095,2.439863
1420.635156,0.0465,0.019102,2.434242
1420.636328,0.046472,0.019178,2.423255
1420.6375,0.04645,0.019167,2.423384
1420.638672,0.046549,0.019144,2.431592
1420.639844,0.046671,0.019167,2.434993
1420.641016,0.046859,0.019183,2.442773
1420.642187,0.047017,0.019209,2.447727
1420.643359,0.047029,0.019245,2.443699
1420.644531,0.046931,0.019259,2.43685
1420.645703,0.046787,0.019247,2.430856
1420.646875,0.046736,0.019256,2.427137
1420.648047,0.046683,0.019275,2.421864
1420.649219,0.046791,0.019276,2.427392
1420.650391,0.047104,0.019258,2.445929
1420.651562,0.047252,0.019262,2.453151
1420.652734,0.047087,0.019269,2.443645
1420.653906,0.046873,0.019272,2.432194
1420.655078,0.046829,0.019283,2.428473
1420.65625,0.046864,0.019297,2.428575
1420.657422,0.047167,0.019295,2.444499
1420.658594,0.047316,0.019325,2.448478
1420.659766,0.047047,0.01934,2.432616
1420.660938,0.047022,0.019352,2.429894
1420.662109,0.047306,0.019357,2.443885
1420.663281,0.047437,0.019357,2.450693
1420.664453,0.047413,0.019382,2.446223
1420.665625,0.047485,0.019365,2.452046
1420.666797,0.047152,0.019339,2.438209
1420.667969,0.046978,0.019385,2.423427
1420.669141,0.047148,0.019385,2.432245
1420.670312,0.047174,0.019341,2.439032
1420.671484,0.046946,0.019334,2.428138
1420.672656,0.047084,0.01938,2.429555
1420.673828,0.047356,0.019413,2.439396
1420.675,0.04729,0.019447,2.43178
1420.676172,0.0472,0.019453,2.426338
1420.677344,0.047072,0.019425,2.423215
1420.678516,0.047164,0.019421,2.428537
1420.679688,0.047416,0.019426,2.440895
1420.680859,0.047438,0.019411,2.443926
1420.682031,0.047364,0.019429,2.437776
1420.683203,0.047465,0.019465,2.438486
1420.684375,0.047448,0.019483,2.435411
1420.685547,0.047478,0.019511,2.433367
1420.686719,0.047401,0.01953,2.427022
1420.687891,0.047218,0.019565,2.413428
1420.689062,0.047294,0.019572,2.416425
1420.690234,0.047394,0.019542,2.425242
1420.691406,0.047639,0.019502,2.442759
1420.692578,0.047967,0.019464,2.464323
1420.69375,0.047851,0.019471,2.457536
1420.694922,0.047331,0.019498,2.427423
1420.696094,0.047162,0.019538,2.413905
1420.697266,0.047331,0.019546,2.42149
1420.698437,0.047467,0.019536,2.42972
1420.699609,0.047595,0.019538,2.436057
1420.700781,0.047612,0.019545,2.435995
1420.701953,0.04766,0.019543,2.438685
1420.703125,0.04775,0.019549,2.442637
1420.704297,0.047818,0.019539,2.447322
1420.705469,0.047742,0.019511,2.446911
1420.706641,0.047635,0.019548,2.436811
1420.707813,0.047776,0.019574,2.440791
1420.708984,0.04783,0.019565,2.444725
1420.710156,0.047606,0.019568,2.43288
1420.711328,0.047691,0.019543,2.440345
1420.7125,0.047916,0.019532,2.453223
1420.713672,0.047885,0.019547,2.449717
1420.714844,0.047638,0.019583,2.43259
1420.716016,0.047528,0.01961,2.423729
1420.717187,0.047709,0.019613,2.432449
1420.718359,0.047774,0.019599,2.437632
1420.719531,0.047655,0.019596,2.431818
1420.720703,0.047537,0.019588,2.426815
1420.721875,0.047606,0.019553,2.434744
1420.723047,0.047744,0.019545,2.442808
1420.724219,0.047622,0.019561,2.434549
1420.725391,0.047438,0.019555,2.425874
1420.726562,0.047837,0.019563,2.445261
1420.727734,0.047986,0.019608,2.447287
1420.728906,0.048001,0.019609,2.44793
1420.730078,0.047912,0.019595,2.445104
1420.73125,0.04776,0.01958,2.439214
1420.732422,0.047758,0.019574,2.43979
1420.733594,0.047686,0.019571,2.43658
1420.734766,0.047796,0.019554,2.444229
1420.735937,0.047875,0.019583,2.444722
1420.737109,0.047697,0.0196,2.433558
1420.738281,0.047547,0.019585,2.427706
1420.739453,0.047652,0.01958,2.433725
1420.740625,0.047895,0.019578,2.446316
1420.741797,0.048084,0.019613,2.451672
1420.742969,0.047777,0.019619,2.435264
1420.744141,0.04735,0.019596,2.416243
1420.745312,0.047351,0.01957,2.419539
1420.746484,0.047566,0.019559,2.431926
1420.747656,0.047525,0.019546,2.43138
1420.748828,0.047302,0.019567,2.417409
1420.75,0.047318,0.019564,2.418579
1420.751172,0.047748,0.019539,2.443677
1420.752344,0.047775,0.019564,2.441922
1420.753516,0.047367,0.01957,2.420345
1420.754688,0.047322,0.019558,2.419618
1420.755859,0.047503,0.019533,2.431962
1420.757031,0.04736,0.019521,2.426113
1420.758203,0.047353,0.019518,2.426169
1420.759375,0.047661,0.019486,2.445908
1420.760547,0.047865,0.019493,2.455472
1420.761719,0.04752,0.019513,2.435239
1420.762891,0.047333,0.019486,2.428997
1420.764062,0.04738,0.0195,2.429726
1420.765234,0.047331,0.019549,2.421098
1420.766406,0.04727,0.019523,2.421282
1420.767578,0.047207,0.019519,2.418574
1420.76875,0.047156,0.019512,2.416791
1420.769922,0.047381,0.019486,2.431484
1420.771094,0.047659,0.019453,2.449955
1420.772266,0.047584,0.019426,2.449532
1420.773438,0.047427,0.019395,2.445264
1420.774609,0.047393,0.019389,2.444288
1420.775781,0.047373,0.019383,2.444089
1420.776953,0.047257,0.01939,2.437118
1420.778125,0.047222,0.019398,2.434403
1420.779297,0.047209,0.019382,2.435735
1420.780469,0.046974,0.01939,2.422543
1420.781641,0.046785,0.019383,2.413669
1420.782812,0.046825,0.019384,2.415633
1420.783984,0.047073,0.019371,2.430027
1420.785156,0.046872,0.019339,2.423702
1420.786328,0.04637,0.019273,2.405943
1420.7875,0.046364,0.01926,2.407233
1420.788672,0.046711,0.019273,2.423647
1420.789844,0.046809,0.019309,2.424247
1420.791016,0.046691,0.01935,2.412936
1420.792187,0.046756,0.019324,2.419568
1420.793359,0.046987,0.019274,2.43785
1420.794531,0.047063,0.019258,2.443759
1420.795703,0.046762,0.019252,2.428992
1420.796875,0.046561,0.019218,2.422769
1420.798047,0.04669,0.019232,2.427692
1420.799219,0.047107,0.019618,2.401246
1420.800391,0.047674,0.020121,2.369417
1420.801563,0.047136,0.019629,2.401402
1420.802734,0.046757,0.019214,2.433572
1420.803906,0.046335,0.019142,2.420531
1420.805078,0.046078,0.019103,2.412089
1420.80625,0.046279,0.019101,2.422828
1420.807422,0.046452,0.019095,2.432664
1420.808594,0.046485,0.019048,2.440428
1420.809766,0.046417,0.019025,2.439813
1420.810937,0.046553,0.019036,2.445547
1420.812109,0.046403,0.019038,2.437402
1420.813281,0.045967,0.019045,2.413671
1420.814453,0.045947,0.019037,2.413561
1420.815625,0.046144,0.019026,2.425375
1420.816797,0.046177,0.019008,2.429327
1420.817969,0.046118,0.018982,2.42961
1420.819141,0.046046,0.01893,2.432446
1420.820312,0.046037,0.018889,2.437231
1420.821484,0.045908,0.018886,2.430756
1420.822656,0.04562,0.018901,2.413607
1420.823828,0.045603,0.018871,2.416518
1420.825,0.045721,0.018833,2.427711
1420.826172,0.04566,0.018802,2.428422
1420.827344,0.045731,0.018777,2.435474
1420.828516,0.045741,0.018769,2.437018
1420.829687,0.045569,0.01876,2.429115
1420.830859,0.045403,0.018724,2.424866
1420.832031,0.045556,0.018712,2.43459
1420.833203,0.045453,0.018718,2.428247
1420.834375,0.045419,0.018708,2.427817
1420.835547,0.045225,0.018683,2.420679
1420.836719,0.045006,0.018641,2.41429
1420.837891,0.045142,0.018612,2.425452
1420.839062,0.045116,0.018602,2.425317
1420.840234,0.044987,0.018581,2.421119
1420.841406,0.044921,0.01854,2.422907
1420.842578,0.045058,0.018488,2.437226
1420.84375,0.045191,0.01845,2.449346
1420.844922,0.044728,0.018425,2.427621
1420.846094,0.044581,0.018435,2.418275
1420.847266,0.044643,0.018447,2.42008
1420.848438,0.044539,0.018406,2.419742
1420.849609,0.044504,0.018376,2.421827
1420.850781,0.044614,0.018337,2.433028
1420.851953,0.044499,0.018328,2.427909
1420.853125,0.044223,0.01832,2.413918
1420.854297,0.043945,0.018281,2.403802
1420.855469,0.043897,0.018259,2.404084
1420.856641,0.04396,0.018269,2.406319
1420.857812,0.043817,0.018227,2.403987
1420.858984,0.04382,0.01816,2.413024
1420.860156,0.043853,0.018141,2.417314
1420.861328,0.043824,0.018154,2.41396
1420.8625,0.043768,0.018119,2.415543
1420.863672,0.043666,0.018057,2.418205
1420.864844,0.043339,0.018027,2.404163
1420.866016,0.043282,0.018032,2.400298
1420.867188,0.043658,0.017993,2.426418
1420.868359,0.043526,0.017907,2.430618
1420.869531,0.043307,0.017871,2.423266
1420.870703,0.043186,0.017855,2.418688
1420.871875,0.043003,0.01784,2.410515
1420.873047,0.042885,0.017834,2.404698
1420.874219,0.043051,0.017813,2.416826
1420.875391,0.042937,0.017754,2.41837
1420.876562,0.042827,0.01772,2.416801
1420.877734,0.042853,0.017747,2.41465
1420.878906,0.042655,0.01774,2.40445
1420.880078,0.042654,0.017699,2.409915
1420.88125,0.042895,0.017664,2.428383
1420.882422,0.042754,0.017622,2.426215
1420.883594,0.042466,0.017571,2.416868
1420.884766,0.042355,0.017539,2.414962
1420.885937,0.042408,0.017512,2.421631
1420.887109,0.042194,0.01747,2.415255
1420.888281,0.042226,0.017456,2.419041
1420.889453,0.042479,0.017421,2.438336
1420.890625,0.04232,0.017374,2.435838
1420.891797,0.041992,0.017338,2.421926
1420.892969,0.041921,0.01732,2.42042
1420.894141,0.042087,0.017308,2.431582
1420.895313,0.04198,0.017288,2.428304
1420.896484,0.041746,0.017257,2.419167
1420.897656,0.041442,0.017206,2.408589
1420.898828,0.041369,0.017191,2.406508
1420.9,0.041342,0.017166,2.408332
1420.901172,0.041071,0.017109,2.400486
1420.902344,0.040947,0.017082,2.397103
1420.903516,0.041051,0.017052,2.407382
1420.904687,0.041108,0.016989,2.419697
1420.905859,0.040905,0.016925,2.416889
1420.907031,0.040711,0.01687,2.413147
1420.908203,0.040687,0.016855,2.41391
1420.909375,0.040633,0.016843,2.412476
1420.910547,0.04042,0.01682,2.403044
1420.911719,0.040358,0.01678,2.405093
1420.912891,0.040258,0.016721,2.407708
1420.914062,0.039954,0.016682,2.39508
1420.915234,0.039862,0.016651,2.393885
1420.916406,0.040189,0.016624,2.41749
1420.917578,0.040344,0.016595,2.431085
1420.91875,0.039948,0.016574,2.410306
1420.919922,0.039596,0.01652,2.396869
1420.921094,0.039462,0.016469,2.396189
1420.922266,0.039473,0.01644,2.401118
1420.923437,0.039528,0.016387,2.412251
1420.924609,0.039407,0.016338,2.412008
1420.925781,0.03933,0.016331,2.408328
1420.926953,0.039404,0.016304,2.41681
1420.928125,0.039139,0.016271,2.405457
1420.929297,0.038837,0.016222,2.394014
1420.930469,0.038946,0.016145,2.412324
1420.931641,0.038812,0.016095,2.411382
1420.932812,0.038313,0.016067,2.384606
1420.933984,0.038255,0.016028,2.386796
1420.935156,0.038316,0.015995,2.395517
1420.936328,0.03833,0.015966,2.400723
1420.9375,0.038264,0.015925,2.402739
1420.938672,0.038155,0.015874,2.403585
1420.939844,0.037962,0.015838,2.396939
1420.941016,0.037797,0.015803,2.391795
1420.942188,0.037759,0.01575,2.397432
1420.943359,0.037911,0.015692,2.41592
1420.944531,0.038002,0.015669,2.425298
1420.945703,0.037807,0.015631,2.418806
1420.946875,0.037391,0.015587,2.398823
1420.948047,0.037167,0.01555,2.390219
1420.949219,0.037145,0.015515,2.394177
1420.950391,0.036949,0.015469,2.388612
1420.951562,0.03687,0.015425,2.390313
1420.952734,0.036856,0.015411,2.391515
1420.953906,0.036812,0.015387,2.392363
1420.955078,0.036958,0.015331,2.410641
1420.95625,0.036848,0.015277,2.412052
1420.957422,0.036354,0.015247,2.384321
1420.958594,0.036259,0.015204,2.384819
1420.959766,0.036386,0.01515,2.40166
1420.960938,0.036276,0.01511,2.400816
1420.962109,0.036071,0.015056,2.395767
1420.963281,0.036049,0.014998,2.403586
1420.964453,0.036054,0.014964,2.409442
1420.965625,0.036052,0.014943,2.412641
1420.966797,0.035736,0.014912,2.396452
1420.967969,0.035422,0.014891,2.378734
1420.969141,0.035268,0.014855,2.374187
1420.970312,0.035247,0.014778,2.385077
1420.971484,0.035457,0.014673,2.41645
1420.972656,0.035394,0.014614,2.421914
1420.973828,0.034969,0.014611,2.393236
1420.975,0.034724,0.014597,2.378818
1420.976172,0.034753,0.014573,2.384791
1420.977344,0.03463,0.014528,2.383643
1420.978516,0.034421,0.014466,2.379363
1420.979687,0.034562,0.014421,2.396578
1420.980859,0.034478,0.014394,2.395229
1420.982031,0.034217,0.014365,2.381943
1420.983203,0.034042,0.01431,2.378876
1420.984375,0.034066,0.014258,2.38933
1420.985547,0.034071,0.014195,2.400223
1420.986719,0.033728,0.014162,2.381681
1420.987891,0.033519,0.014147,2.369394
1420.989063,0.033526,0.014081,2.380892
1420.990234,0.033341,0.014026,2.377056
1420.991406,0.033074,0.013994,2.363448
1420.992578,0.032999,0.013939,2.367403
1420.99375,0.032995,0.013875,2.378017
1420.994922,0.032773,0.01384,2.368009
1420.996094,0.032605,0.01382,2.359223
1420.997266,0.032754,0.013773,2.378085
1420.998437,0.03277,0.013708,2.39066
1420.999609,0.032388,0.013673,2.368657
1421.000781,0.032103,0.013641,2.353484
1421.001953,0.032087,0.013579,2.363075
1421.003125,0.032134,0.01352,2.376735
1421.004297,0.03193,0.013483,2.368121
1421.005469,0.031702,0.013429,2.360791
1421.006641,0.031612,0.013375,2.363574
1421.007812,0.031519,0.013334,2.363861
1421.008984,0.031541,0.013277,2.375667
1421.010156,0.031482,0.013247,2.376473
1421.011328,0.031369,0.01321,2.374664
1421.0125,0.031309,0.013152,2.38046
1421.013672,0.031139,0.013104,2.3762
1421.014844,0.030882,0.013083,2.360425
1421.016016,0.030798,0.01305,2.360032
1421.017187,0.030692,0.01299,2.362613
1421.018359,0.03064,0.012953,2.365489
1421.019531,0.030512,0.012909,2.363621
1421.020703,0.030276,0.012849,2.356294
1421.021875,0.03029,0.012799,2.366557
1421.023047,0.030294,0.012775,2.371281
1421.024219,0.030102,0.012736,2.363557
1421.025391,0.029991,0.012683,2.364738
1421.026562,0.029978,0.012643,2.371048
1421.027734,0.029882,0.012603,2.371001
1421.028906,0.029649,0.01256,2.360482
1421.030078,0.02943,0.012494,2.355531
1421.03125,0.029399,0.012441,2.363136
1421.032422,0.029321,0.012405,2.363588
1421.033594,0.02919,0.012352,2.363282
1421.034766,0.029197,0.01232,2.369908
1421.035938,0.029178,0.012279,2.376173
1421.037109,0.029016,0.012239,2.370666
1421.038281,0.028867,0.012202,2.365696
1421.039453,0.028775,0.012154,2.367634
1421.040625,0.028681,0.012111,2.368098
1421.041797,0.028679,0.012072,2.375611
1421.042969,0.028437,0.012035,2.362804
1421.044141,0.028159,0.012,2.346502
1421.045312,0.028042,0.011951,2.346317
1421.046484,0.028063,0.011916,2.355154
1421.047656,0.028014,0.011888,2.356429
1421.048828,0.027913,0.011847,2.356078
1421.05,0.027937,0.01179,2.369557
1421.051172,0.027921,0.011744,2.377476
1421.052344,0.027692,0.01171,2.36491
1421.053516,0.027463,0.011674,2.352483
1421.054688,0.027349,0.011617,2.354178
1421.055859,0.027232,0.011571,2.35356
1421.057031,0.027102,0.011531,2.350289
1421.058203,0.027105,0.011489,2.359183
1421.059375,0.027083,0.01145,2.365427
1421.060547,0.026967,0.011411,2.363268
1421.061719,0.026914,0.011364,2.368384
1421.062891,0.026928,0.011325,2.377696
1421.064062,0.026664,0.01129,2.361635
1421.065234,0.026474,0.011243,2.354769
1421.066406,0.026313,0.011193,2.35095
1421.067578,0.026052,0.011148,2.336951
1421.06875,0.025998,0.011115,2.339065
1421.069922,0.025964,0.011081,2.343144
1421.071094,0.025828,0.011041,2.339377
1421.072266,0.02585,0.011002,2.349475
1421.073437,0.02574,0.010964,2.347576
1421.074609,0.025527,0.010923,2.336989
1421.075781,0.025442,0.010877,2.33909
1421.076953,0.025403,0.010843,2.342802
1421.078125,0.025317,0.010813,2.341471
1421.079297,0.025141,0.010759,2.33661
1421.080469,0.025182,0.010716,2.349985
1421.081641,0.02522,0.010685,2.360256
1421.082813,0.025188,0.010652,2.364629
1421.083984,0.024876,0.01062,2.342303
1421.085156,0.024641,0.010576,2.329883
1421.086328,0.024663,0.010534,2.341238
1421.0875,0.024678,0.010492,2.352106
1421.088672,0.024556,0.010448,2.350308
1421.089844,0.024443,0.010413,2.347434
1421.091016,0.024351,0.010397,2.342
1421.092187,0.024247,0.010367,2.338793
1421.093359,0.024153,0.010321,2.340174
1421.094531,0.023938,0.010284,2.32779
1421.095703,0.023709,0.010229,2.31784
1421.096875,0.023685,0.01018,2.326509
1421.098047,0.023788,0.01014,2.345902
1421.099219,0.023801,0.010082,2.360743
1421.100391,0.023791,0.010045,2.368509
1421.101562,0.023635,0.010039,2.354388
1421.102734,0.023404,0.010035,2.332275
1421.103906,0.023227,0.009993,2.324319
1421.105078,0.023247,0.009945,2.337455
1421.10625,0.0232,0.009923,2.338044
1421.107422,0.023082,0.009914,2.328305
1421.108594,0.023048,0.009892,2.330046
1421.109766,0.022939,0.009844,2.330188
1421.110937,0.022807,0.009784,2.331121
1421.112109,0.022591,0.009738,2.319885
1421.113281,0.022448,0.009702,2.3137
1421.114453,0.022417,0.00969,2.31338
1421.115625,0.022526,0.009663,2.331205
1421.116797,0.022555,0.009613,2.346223
1421.117969,0.022412,0.009578,2.34008
1421.119141,0.022293,0.009553,2.333577
1421.120312,0.022323,0.009543,2.339113
1421.121484,0.022191,0.009501,2.3356
1421.122656,0.022045,0.009454,2.331841
1421.123828,0.022017,0.009417,2.338028
1421.125,0.021811,0.009378,2.325812
1421.126172,0.021641,0.009352,2.314105
1421.127344,0.021623,0.009333,2.316905
1421.128516,0.021563,0.009303,2.317738
1421.129688,0.021569,0.009265,2.328073
1421.130859,0.021515,0.009237,2.329225
1421.132031,0.021332,0.009204,2.317857
1421.133203,0.021283,0.009181,2.318103
1421.134375,0.021284,0.009151,2.325763
1421.135547,0.021182,0.009122,2.322174
1421.136719,0.021127,0.0091,2.321708
1421.137891,0.021026,0.009067,2.318898
1421.139062,0.020845,0.009036,2.306944
1421.140234,0.020842,0.009002,2.315347
1421.141406,0.020907,0.008964,2.332341
1421.142578,0.020929,0.008933,2.342792
1421.14375,0.020917,0.008904,2.349205
1421.144922,0.020793,0.008887,2.339749
1421.146094,0.020638,0.008874,2.32559
1421.147266,0.020611,0.008848,2.329469
1421.148438,0.020419,0.008809,2.318002
1421.149609,0.020357,0.008784,2.317524
1421.150781,0.020456,0.008751,2.337612
1421.151953,0.020446,0.008724,2.343537
1421.153125,0.020363,0.008708,2.338504
1421.154297,0.020146,0.008687,2.31918
1421.155469,0.020025,0.008674,2.308706
1421.156641,0.019981,0.008649,2.310298
1421.157812,0.019974,0.008604,2.321381
1421.158984,0.019868,0.008571,2.318016
1421.160156,0.019761,0.008538,2.314582
1421.161328,0.019836,0.008505,2.332413
1421.1625,0.019986,0.008475,2.358112
1421.163672,0.019962,0.008471,2.356497
1421.164844,0.019756,0.008468,2.332964
1421.166016,0.019703,0.008441,2.334264
1421.167187,0.019729,0.008402,2.348295
1421.168359,0.019689,0.00836,2.355197
1421.169531,0.019576,0.008337,2.348259
1421.170703,0.019538,0.008321,2.348101
1421.171875,0.019419,0.008302,2.339153
1421.173047,0.019375,0.008266,2.34393
1421.174219,0.019341,0.008255,2.342881
1421.175391,0.019251,0.008267,2.328654
1421.176563,0.019169,0.008247,2.324324
1421.177734,0.019087,0.008224,2.320921
1421.178906,0.019073,0.008199,2.326369
1421.180078,0.019049,0.008161,2.334139
1421.18125,0.018979,0.008143,2.330788
1421.182422,0.018927,0.008114,2.332707
1421.183594,0.018869,0.008084,2.33418
1421.184766,0.01889,0.008069,2.341013
1421.185937,0.018897,0.008046,2.348646
1421.187109,0.018801,0.008023,2.343492
1421.188281,0.018684,0.007992,2.337775
1421.189453,0.018693,0.007978,2.342966
1421.190625,0.018728,0.007975,2.348398
1421.191797,0.018721,0.007964,2.350794
1421.192969,0.018664,0.007951,2.347487
1421.194141,0.018673,0.007919,2.357875
1421.195312,0.018618,0.007892,2.358953
1421.196484,0.018505,0.007881,2.34815
1421.197656,0.018476,0.007866,2.348733
1421.198828,0.018487,0.007837,2.358822
